Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App#,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
10/08/2018 12:00:00 AM,Complete,Special Event,Commercial,,"Seattle Symphony Friday Matinees, Masterworks series (2.1)",S19FE012,02/01/2019 12:00:00 AM,02/01/2019 12:00:00 AM,,Downtown,7,West,Seattle Symphony,312
10/08/2018 12:00:00 AM,Complete,Special Event,Commercial,,NG Live! matinee for students (2.25),S19FE013,02/25/2019 12:00:00 AM,02/25/2019 12:00:00 AM,,Downtown,7,West,Seattle Symphony/Benaroya Hall,1030
11/05/2018 12:00:00 AM,Complete,Special Event,Community,,SR 99 Grand Opening Step Forward,S19FE014,02/02/2019 12:00:00 AM,02/02/2019 12:00:00 AM,,Belltown;Downtown;Duwamish / SODO;Pioneer Square;Queen Anne,7,Operations;Traffic;West,Washington State Department of Transportation and City of Seattle,50000
11/05/2018 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Tunnel to Viaduct 8K,S19FE015,02/02/2019 12:00:00 AM,02/02/2019 12:00:00 AM,Seattle Center,Belltown;Downtown;Duwamish / SODO;Pioneer Square;Queen Anne,7,West,Fizz Events,22000
11/05/2018 12:00:00 AM,Complete,Special Event,Athletic,Cycling,Tunnel Ride - Grand Opening of the New Tunnel,S19FE016,02/03/2019 12:00:00 AM,02/03/2019 12:00:00 AM,,Belltown;Downtown;Duwamish / SODO;Pioneer Square;Queen Anne,7,West,Cascade Bicycle Club,8100
11/07/2018 12:00:00 AM,Complete,Special Event,Community,,2019 Wing Luke Museum Lunar New Year Lion Dance,S19FE017,02/02/2019 12:00:00 AM,02/02/2019 12:00:00 AM,,International District,7,West,Wing Luke Museum of the Asian Pacific American Experience,570
11/19/2018 12:00:00 AM,Cancelled,Special Event,Commercial,,Alki Oyster Fest,S19FE022,02/17/2019 12:00:00 AM,02/17/2019 12:00:00 AM,,Alki / Admiral,1,Southwest,Alki Oyster Fest,210
11/02/2018 12:00:00 AM,Complete,Special Event,Community,,SODO Flea (2.9),S19FE023,02/09/2019 12:00:00 AM,02/09/2019 12:00:00 AM,,Duwamish / SODO,2,South,SODO Flea Market,100
01/09/2019 12:00:00 AM,Complete,Special Event,Community,,Lunar New Year Celebration,S19FE074,03/02/2019 12:00:00 AM,03/02/2019 12:00:00 AM,Hing Hay Park,International District,2,West,Chinatown-International District Business Improvement Area (CIDBIA),5150
01/22/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Karr Tuttle Campbell - Westland Distillery,S19FE089,02/02/2019 12:00:00 AM,02/02/2019 12:00:00 AM,,Duwamish / SODO,2,West,Red Carpet Valet,40
01/22/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Queen Anne Manor,S19FE090,02/07/2019 12:00:00 AM,02/07/2019 12:00:00 AM,,Queen Anne,7,West,Red Carpet Valet,60
01/22/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Hillel of UW,S19FE091,02/07/2019 12:00:00 AM,02/07/2019 12:00:00 AM,,Queen Anne,7,West,Red Carpet Valet,110
01/10/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (2.20),S19FE093,02/20/2019 12:00:00 AM,02/20/2019 12:00:00 AM,,Duwamish / SODO;Pioneer Square,7,West,Sounders FC,500
01/28/2019 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - First Light Condos,S19FE127,02/06/2019 12:00:00 AM,02/06/2019 12:00:00 AM,,Belltown,7,West,Butler Valet,125
02/04/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Holocaust Center for Humanity,S19FE141,02/24/2019 12:00:00 AM,02/24/2019 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,30
02/07/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Sinclair & Moore - St. James Cathedral,S19FE142,02/16/2019 12:00:00 AM,02/16/2019 12:00:00 AM,,First Hill,3,East,Red Carpet Valet,40
04/22/2019 12:00:00 AM,Complete,Charter Vessel,,,Emerald City Pirates,CV19JY315,07/04/2019 12:00:00 AM,07/04/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Emerald City Pirates,51
06/13/2019 12:00:00 AM,Complete,Charter Vessel,,,Anchor Bay Charters - Seeker,CV19JY346,07/04/2019 12:00:00 AM,07/04/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Anchor Bay Charters,49
06/13/2019 12:00:00 AM,Complete,Charter Vessel,,,Sternwheeler Charters - Christine W,CV19JY347,07/04/2019 12:00:00 AM,07/04/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Sternwheeler Charters LLC,49
06/13/2019 12:00:00 AM,Complete,Charter Vessel,,,Waterway Cruises & Events - Destiny,CV19JY348,07/04/2019 12:00:00 AM,07/04/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Waterways Cruises & Events,46
06/13/2019 12:00:00 AM,Complete,Charter Vessel,,,Waterway Cruises & Events - Emerald Star,CV19JY349,07/04/2019 12:00:00 AM,07/04/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Waterways Cruises & Events,232
06/13/2019 12:00:00 AM,Complete,Charter Vessel,,,Waterway Cruises & Events - Olympic Star,CV19JY350,07/04/2019 12:00:00 AM,07/04/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Waterways Cruises & Events,156
06/13/2019 12:00:00 AM,Complete,Charter Vessel,,,Waterway Cruises & Events - West Star,CV19JY351,07/04/2019 12:00:00 AM,07/04/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Waterways Cruises & Events,130
06/17/2019 12:00:00 AM,Complete,Charter Vessel,,,Lake Union Charters & Adventures - Lavengro,CV19JY362,07/04/2019 12:00:00 AM,07/04/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Lake Union Charters & Adventures,22
06/17/2019 12:00:00 AM,Complete,Charter Vessel,,,Seattle Ferry Service - Fremont Avenue,CV19JY363,07/04/2019 12:00:00 AM,07/04/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,"Seattle Ferry Services, LLC",32
06/20/2019 12:00:00 AM,Complete,Charter Vessel,,,Sound San Juan Services - Trek,CV19JY366,07/04/2019 12:00:00 AM,07/04/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Sound San Juan Services,100
06/20/2019 12:00:00 AM,Complete,Charter Vessel,,,Argosy Cruises - Celebrations,CV19JY367,07/04/2019 12:00:00 AM,07/04/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Argosy Cruises,60
06/20/2019 12:00:00 AM,Complete,Charter Vessel,,,Argosy Cruises - Champagne Lady,CV19JY368,07/04/2019 12:00:00 AM,07/04/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Argosy Cruises,75
06/20/2019 12:00:00 AM,Complete,Charter Vessel,,,Argosy Cruises - Lady Mary,CV19JY369,07/04/2019 12:00:00 AM,07/04/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Argosy Cruises,175
06/20/2019 12:00:00 AM,Complete,Charter Vessel,,,Argosy Cruises - Salish Explorer,CV19JY370,07/04/2019 12:00:00 AM,07/04/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Argosy Cruises,350
06/20/2019 12:00:00 AM,Complete,Charter Vessel,,,Argosy Cruises - Sightseer,CV19JY371,07/04/2019 12:00:00 AM,07/04/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Argosy Cruises,60
06/14/2022 12:00:00 AM,Complete,Charter Vessel,,,MV Lady Mary,CV22JY213,07/04/2022 12:00:00 AM,07/04/2022 12:00:00 AM,,Wallingford,4,Harbor,Argosy Cruises,150
06/14/2022 12:00:00 AM,Complete,Charter Vessel,,,MV Goodtime 3,CV22JY214,07/04/2022 12:00:00 AM,07/04/2022 12:00:00 AM,,Wallingford,4,Harbor,Argosy Cruises,150
06/21/2022 12:00:00 AM,Complete,Charter Vessel,,,Queen Anne's Revenge,CV22JY227,07/04/2022 12:00:00 AM,07/04/2022 12:00:00 AM,,Wallingford,4,Harbor,Emerald City Pirates,40
06/23/2022 12:00:00 AM,Complete,Charter Vessel,,,Christine W,CV22JY228,07/04/2022 12:00:00 AM,07/04/2022 12:00:00 AM,,Wallingford,4,Harbor,Sternwheeler Charters LLC,49
06/21/2022 12:00:00 AM,Complete,Charter Vessel,,,Seeker,CV22JY233,07/04/2022 12:00:00 AM,07/04/2022 12:00:00 AM,,Wallingford,4,Harbor,Anchor Bay Charters,30
06/27/2022 12:00:00 AM,Complete,Charter Vessel,,,Lavengro,CV22JY234,07/04/2022 12:00:00 AM,07/04/2022 12:00:00 AM,,Wallingford,4,Harbor,Lake Union Charters & Adventures,20
06/08/2023 12:00:00 AM,Issued,Charter Vessel,,,Seeker,CV23JY235,07/04/2023 12:00:00 AM,07/04/2023 12:00:00 AM,,Wallingford,4,Harbor,Anchor Bay Charters,65
06/07/2023 12:00:00 AM,Issued,Charter Vessel,,,Goodtime 3,CV23JY236,07/04/2023 12:00:00 AM,07/04/2023 12:00:00 AM,,Wallingford,4,Harbor,Argosy Cruises,275
06/07/2023 12:00:00 AM,Issued,Charter Vessel,,,Lady Mary,CV23JY237,07/04/2023 12:00:00 AM,07/04/2023 12:00:00 AM,,Wallingford,4,Harbor,Argosy Cruises,275
06/13/2023 12:00:00 AM,Issued,Charter Vessel,,,Fremont Avenue,CV23JY238,07/04/2023 12:00:00 AM,07/04/2023 12:00:00 AM,,Wallingford,4,Harbor,Fremont Avenue Tours LLC,82
06/22/2023 12:00:00 AM,Issued,Charter Vessel,,,Christine W,CV23JY247,07/04/2023 12:00:00 AM,07/04/2023 12:00:00 AM,,Wallingford,4,Harbor,SternWheeler Charters LLC,48
06/08/2023 12:00:00 AM,Issued,Charter Vessel,,,Queen Anne's Revenge,CV23JY249,07/04/2023 12:00:00 AM,07/04/2023 12:00:00 AM,,Wallingford,4,Harbor,Emerald City Pirates,51
06/26/2023 12:00:00 AM,Issued,Charter Vessel,,,Lavengro,CV23JY255,07/04/2023 12:00:00 AM,07/04/2023 12:00:00 AM,,Wallingford,4,Harbor,Lake Union Charters & Adventures,22
06/28/2023 12:00:00 AM,Issued,Charter Vessel,,,Olympic Star,CV23JY256,07/04/2023 12:00:00 AM,07/23/2023 12:00:00 AM,,Wallingford,4,Harbor,Seattle Lakes LLC,150
06/28/2023 12:00:00 AM,Issued,Charter Vessel,,,Emerald Star,CV23JY257,07/04/2023 12:00:00 AM,07/23/2023 12:00:00 AM,,Wallingford,4,Harbor,Seattle Lakes LLC,220
10/17/2018 12:00:00 AM,Complete,Special Event,Commercial,,Northwest Brain Freeze,S19AP011,04/06/2019 12:00:00 AM,04/06/2019 12:00:00 AM,Golden Gardens Park,Ballard,6,Harbor;North,National Brain Tumor Society,275
11/02/2018 12:00:00 AM,Cancelled,Special Event,Community,,SODO Flea (4.13),S19AP025,04/13/2019 12:00:00 AM,04/13/2019 12:00:00 AM,,Duwamish / SODO,2,South,SODO Flea Market,100
12/14/2018 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Walk/Run MS,S19AP044,04/07/2019 12:00:00 AM,04/07/2019 12:00:00 AM,Gas Works Park,Fremont;University District;Wallingford,4,North,National MS Society - Greater NW Chapter,4000
12/14/2018 12:00:00 AM,Complete,Special Event,Commercial,,NG Live! Matinee for students (4.16),S19AP056,04/16/2019 12:00:00 AM,04/16/2019 12:00:00 AM,,Downtown,7,Traffic;West,Seattle Symphony/ Benaroya Hall,1000
12/20/2018 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,The Tenacious Ten Presented by Oiselle,S19AP061,04/20/2019 12:00:00 AM,04/20/2019 12:00:00 AM,Gas Works Park,Cascade / Eastlake / South Lake Union;Fremont;Montlake / Portage Bay;Queen Anne;Wallingford,3;4;7,East;North;Traffic;West,Snohomish Running Company,3100
01/10/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (4.6),S19AP096,04/06/2019 12:00:00 AM,04/06/2019 12:00:00 AM,,Duwamish / SODO;Pioneer Square,7,West,Sounders FC,500
01/10/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (4.13),S19AP097,04/13/2019 12:00:00 AM,04/13/2019 12:00:00 AM,,Duwamish / SODO;Pioneer Square,7,West,Sounders FC,500
01/10/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (4.24),S19AP098,04/24/2019 12:00:00 AM,04/24/2019 12:00:00 AM,,Duwamish / SODO;Pioneer Square,7,West,Sounders FC,500
01/10/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (4.28),S19AP099,04/28/2019 12:00:00 AM,04/28/2019 12:00:00 AM,,Duwamish / SODO;Pioneer Square,7,West,Sounders FC,500
01/22/2019 12:00:00 AM,Complete,Special Event,Athletic,Water,UW Rowing - Cal Dual Men's Regatta,S19AP113,04/20/2019 12:00:00 AM,04/20/2019 12:00:00 AM,,Montlake / Portage Bay,3;4,East;Harbor;North,University of Washington,350
01/22/2019 12:00:00 AM,Complete,Special Event,Athletic,Water,UW Rowing - Cal Dual Women's Regatta,S19AP114,04/27/2019 12:00:00 AM,04/27/2019 12:00:00 AM,,Montlake / Portage Bay,3;4,East;Harbor;North,University of Washington,450
01/25/2019 12:00:00 AM,Complete,Special Event,Community,,Cornish College of the Arts BFA Exhibition - Opening Reception,S19AP126,04/26/2019 12:00:00 AM,04/26/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Cornish College of the Arts,1000
01/31/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Seattle Magazine's Brunch Run,S19AP134,04/21/2019 12:00:00 AM,04/21/2019 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Seattle Magazine,1700
01/30/2019 12:00:00 AM,Cancelled,Special Event,Commercial,,ZBT Presents Soulja Boy/ILoveMemphis,S19AP139,05/13/2019 12:00:00 AM,05/13/2019 12:00:00 AM,,University District,4,North,Zeta Beta Tau,1018
02/14/2019 12:00:00 AM,Complete,Special Event,Free Speech,,4/15 Day of Action,S19AP155,04/15/2019 12:00:00 AM,04/15/2019 12:00:00 AM,,Downtown,7,West,Pacific Northwest Regional Council of Carpenters,100
03/04/2019 12:00:00 AM,Complete,Special Event,Commercial,,Lightning Thief School Matinee Performance,S19AP175,04/25/2019 12:00:00 AM,04/25/2019 12:00:00 AM,,Downtown,7,West,The 5th Avenue Theatre,1520
03/05/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Mimosa Me Crazy 5K,S19AP181,04/14/2019 12:00:00 AM,04/14/2019 12:00:00 AM,Green Lake Park,Green Lake,6,North,"Pro-Motion Events, Inc.",2250
03/05/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Top Pot Doughnut Dash,S19AP182,04/28/2019 12:00:00 AM,04/28/2019 12:00:00 AM,Green Lake Park,Green Lake,6,North,"Pro-Motion Events, Inc.",2750
03/13/2019 12:00:00 AM,Complete,Special Event,Community,,Mobile Food Rodeo,S19AP199,04/28/2019 12:00:00 AM,04/28/2019 12:00:00 AM,,Fremont,6,North,Piranha Blonde,
03/20/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Holy Names Academy,S19AP217,04/09/2019 12:00:00 AM,04/09/2019 12:00:00 AM,,Miller Park,3,East,Red Carpet Valet,75
03/28/2019 12:00:00 AM,Complete,Special Event,Free Speech,,It's Up To Us: The Trump/Pence Fascist Regime Must Go!,S19AP225,04/06/2019 12:00:00 AM,04/06/2019 12:00:00 AM,Cal Anderson Park,Capitol Hill;Downtown,3;7,East;West,Refuse Fascism Northwest,300
04/04/2019 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - The Kinetic Tower,S19AP237,04/11/2019 12:00:00 AM,04/11/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Butler Valet,200
04/08/2019 12:00:00 AM,Complete,Special Event,Free Speech,,Stop Genocide in Mali,S19AP239,04/14/2019 12:00:00 AM,04/14/2019 12:00:00 AM,,Downtown,7,West,Fulani Association of Washington,100
04/12/2019 12:00:00 AM,Complete,Special Event,Free Speech,,I-1000 March-A-Thon For Fairness & Equity,S19AP252,04/19/2019 12:00:00 AM,04/19/2019 12:00:00 AM,,Rainier Beach,2,South,ONE WASHINGTON EQUALITY CAMPAIGN,620
04/16/2019 12:00:00 AM,Complete,Special Event,Free Speech,,Protest Taiwan's Support to the Government of Nicaragua,S19AP268,04/19/2019 12:00:00 AM,04/19/2019 12:00:00 AM,,Downtown,7,West,Miriam Lopez,25
09/07/2018 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Seattle Marathon 5K/10K and Kids Fun Run,S19AU020,08/24/2019 12:00:00 AM,08/24/2019 12:00:00 AM,Seward Park,Seward Park,2,South,Seattle Marathon Association,900
11/02/2018 12:00:00 AM,Cancelled,Special Event,Community,,SODO Flea (8.10),S19AU029,08/10/2019 12:00:00 AM,08/10/2019 12:00:00 AM,,Duwamish / SODO,2,South,SODO Flea Market,100
12/19/2018 12:00:00 AM,Complete,Special Event,Citywide,,Seafair Weekend Festival,S19AU054,08/02/2019 12:00:00 AM,08/04/2019 12:00:00 AM,Genessee Park,Columbia City,2,South,Seafair,181750
01/07/2019 12:00:00 AM,Complete,Special Event,Mixed Free Speech,,Seattle Hempfest 2019,S19AU066,08/16/2019 12:00:00 AM,08/18/2019 12:00:00 AM,Myrtle Edwards Park,Belltown,7,Operations;West,Seattle Events,93900
01/10/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (8.4),S19AU105,08/04/2019 12:00:00 AM,08/04/2019 12:00:00 AM,,Duwamish / SODO;Pioneer Square,7,West,Sounders FC,500
01/10/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (8.10),S19AU106,08/10/2019 12:00:00 AM,08/10/2019 12:00:00 AM,,Duwamish / SODO;Pioneer Square,7,West,Sounders FC,500
01/29/2019 12:00:00 AM,Complete,Special Event,Commercial,,Belltown Crush,S19AU128,08/24/2019 12:00:00 AM,08/24/2019 12:00:00 AM,Bell Street Park,Belltown;Cascade / Eastlake / South Lake Union,7,West,Plymouth Housing,930
01/29/2019 12:00:00 AM,Complete,Special Event,Athletic,Water,Park to Park Swim,S19AU129,08/25/2019 12:00:00 AM,08/25/2019 12:00:00 AM,,Cedar Park / Meadowbrook,5,Harbor;North,Seattle Children's Guild Association,475
01/30/2019 12:00:00 AM,Complete,Special Event,Community,,Magnolia Summerfest,S19AU130,08/02/2019 12:00:00 AM,08/04/2019 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,7118
01/30/2019 12:00:00 AM,Complete,Special Event,Community,,Magnolia Summerfest Seafair Parade and Kid's Parade,S19AU131,08/03/2019 12:00:00 AM,08/03/2019 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,4824
02/08/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Lake Union 10K,S19AU144,08/11/2019 12:00:00 AM,08/11/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union;Fremont;Montlake / Portage Bay;Queen Anne;Wallingford,3;4;6;7,East;North;West,Run for Good Racing Co. / 5Focus,1910
02/13/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Alki Beach Sunset Run,S19AU154,09/06/2019 12:00:00 AM,09/06/2019 12:00:00 AM,Alki Beach,Alki / Admiral,1,Southwest,Fizz Events,1240
02/15/2019 12:00:00 AM,Complete,Special Event,Community,,Greaseball,S19AU157,08/18/2019 12:00:00 AM,08/18/2019 12:00:00 AM,,Georgetown,2,South,Slim's Last Chance,620
02/21/2019 12:00:00 AM,Complete,Special Event,Community,,ENAT Empowering Ethiopian Women and Family,S19AU169,08/31/2019 12:00:00 AM,08/31/2019 12:00:00 AM,Seward Park,Seward Park,2,South,ENAT,500
03/04/2019 12:00:00 AM,Complete,Special Event,Commercial,,Recess,S19AU178,08/03/2019 12:00:00 AM,08/03/2019 12:00:00 AM,Cal Anderson Park,Capitol Hill,3,East,Center Stage Entertainment Marketing,1040
03/08/2019 12:00:00 AM,Complete,Special Event,Athletic,Cycling,Obliteride,S19AU187,08/09/2019 12:00:00 AM,08/10/2019 12:00:00 AM,Gas Works Park,Fremont;University District,4,North,Fred Hutchinson Cancer Ceter,6300
03/13/2019 12:00:00 AM,Complete,Special Event,Community,,Substation Block Party,S19AU198,08/03/2019 12:00:00 AM,08/03/2019 12:00:00 AM,,Greenwood / Phinney Ridge,6,North,Substation,155
03/13/2019 12:00:00 AM,Complete,Special Event,Community,,Happy Hour in the Park - Occidental (8.7),S19AU204,08/07/2019 12:00:00 AM,08/07/2019 12:00:00 AM,Occidental Park,Pioneer Square,7,West,Metropolitan Improvement District,410
03/13/2019 12:00:00 AM,Complete,Special Event,Community,,Happy Hour in the Park - Occidental (8.14),S19AU205,08/14/2019 12:00:00 AM,08/14/2019 12:00:00 AM,Occidental Park,Pioneer Square,7,West,Metropolitan Improvement District,410
03/13/2019 12:00:00 AM,Complete,Special Event,Community,,Happy Hour in the Park - Occidental (8.21),S19AU206,08/21/2019 12:00:00 AM,08/21/2019 12:00:00 AM,Occidental Park,Pioneer Square,7,West,Metropolitan Improvement District,410
03/13/2019 12:00:00 AM,Complete,Special Event,Community,,Happy Hour in the Park - Occidental (8.28),S19AU207,08/28/2019 12:00:00 AM,08/28/2019 12:00:00 AM,Occidental Park,Pioneer Square,7,West,Metropolitan Improvement District,410
03/26/2019 12:00:00 AM,Complete,Special Event,Community,,Big Day of Play,S19AU223,08/17/2019 12:00:00 AM,08/17/2019 12:00:00 AM,,Columbia City,2,South,Seattle Parks and Recreation,2500
03/29/2019 12:00:00 AM,Complete,Special Event,Commercial,,The Lagunitas Beer Circus,S19AU230,08/17/2019 12:00:00 AM,08/17/2019 12:00:00 AM,,Ballard,6,North,Lagunitas Brewing Company,900
04/01/2019 12:00:00 AM,Complete,Special Event,Community,,Magnolia Village Car Show,S19AU231,08/11/2019 12:00:00 AM,08/11/2019 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,882
04/03/2019 12:00:00 AM,Complete,Special Event,Community,,Seattle Design Festival Block Party,S19AU235,08/24/2019 12:00:00 AM,08/25/2019 12:00:00 AM,Lake Union Park,Cascade / Eastlake / South Lake Union,7,West,Design in Public,10000
04/04/2019 12:00:00 AM,Complete,Special Event,Athletic,Other,A/E/C Charity Kickball Tournament,S19AU240,08/24/2019 12:00:00 AM,08/24/2019 12:00:00 AM,Woodland Park,Greenwood / Phinney Ridge,6,North,CollinsWoerman,240
04/05/2019 12:00:00 AM,Complete,Special Event,Community,,Tunes and Brews,S19AU262,08/06/2019 12:00:00 AM,09/24/2019 12:00:00 AM,Freeway Park,First Hill,7,West,Seattle Parks and Recreation,317
04/09/2019 12:00:00 AM,Complete,Special Event,Community,,South Lake Union Aloha Night Market,S19AU266,08/17/2019 12:00:00 AM,08/17/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Northwest Marketplaces,15000
04/17/2019 12:00:00 AM,Cancelled,Special Event,Community,,West Seattle Car Show,S19AU271,08/24/2019 12:00:00 AM,08/24/2019 12:00:00 AM,,West Seattle Junction / Genesee Hill,1,Southwest,West Seattle Junction Association,720
04/18/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Dog Days of Summer 5K,S19AU274,08/11/2019 12:00:00 AM,08/11/2019 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,"Pro-Motion Events, Inc.",480
05/31/2019 12:00:00 AM,Complete,Special Event,Community,,Belltown Block Party,S19AU280,08/17/2019 12:00:00 AM,08/17/2019 12:00:00 AM,,Downtown,7,West,Belltown Block Party,1140
04/22/2019 12:00:00 AM,Complete,Special Event,Community,,The Greatest Party Known To Humankind (GPK),S19AU281,08/03/2019 12:00:00 AM,08/03/2019 12:00:00 AM,,Georgetown,2,South,GPK,4050
04/30/2019 12:00:00 AM,Complete,Special Event,Community,,Lake City Summer Festival,S19AU292,08/03/2019 12:00:00 AM,08/03/2019 12:00:00 AM,,Lake City / Olympic Hills / Victory Heights,5,North,Lake City Pioneer Days Parade Association,5400
04/30/2019 12:00:00 AM,Complete,Special Event,Community,,Lake City Summer Parade,S19AU293,08/03/2019 12:00:00 AM,08/03/2019 12:00:00 AM,,Lake City / Olympic Hills / Victory Heights,5,North,Lake City Pioneer Days Parade Association,8400
05/07/2019 12:00:00 AM,Complete,Special Event,Commercial,,"Sunset Supper: Food, Wine and Beer Exhibition at Pike Place Market",S19AU303,08/16/2019 12:00:00 AM,08/16/2019 12:00:00 AM,,Downtown,7,West,Pike Place Market Foundation,1600
05/07/2019 12:00:00 AM,Complete,Special Event,Community,,Umoja Fest Africatown Heritage Festival Rally,S19AU304,08/02/2019 12:00:00 AM,08/04/2019 12:00:00 AM,,Judkins Park;Mt. Baker / North Rainier;North Beacon Hill / Jefferson Park,3,East,Umoja Fest,8575
05/09/2019 12:00:00 AM,Complete,Special Event,Community,,Umoja Fest Africatown Heritage Parade March,S19AU305,08/03/2019 12:00:00 AM,08/03/2019 12:00:00 AM,,Judkins Park,3,East,Umoja Fest,
05/09/2019 12:00:00 AM,Complete,Special Event,Athletic,Water,Emerald City Open Water Swim,S19AU307,08/17/2019 12:00:00 AM,08/17/2019 12:00:00 AM,Seward Park,Seward Park,2,South,City of Seattle Aquatics- Medgar Evers Pool,212
05/09/2019 12:00:00 AM,Complete,Special Event,Community,,South Lake Union Block Party,S19AU308,08/09/2019 12:00:00 AM,08/09/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Vulcan Inc.,3000
05/09/2019 12:00:00 AM,Complete,Special Event,Community,,Imminent Mode: Fast Forward,S19AU309,08/08/2019 12:00:00 AM,08/08/2019 12:00:00 AM,,Capitol Hill,3,East,Vermillion Art Gallery & Bar/Imminent Mode,160
05/10/2019 12:00:00 AM,Complete,Special Event,Commercial,,Food Truck Taste Off,S19AU313,08/08/2019 12:00:00 AM,08/08/2019 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Solid Ground,530
05/14/2019 12:00:00 AM,Cancelled,Special Event,Free Speech,,Duran Duran Appreciation Day (DDAD) Celebration,S19AU314,08/10/2019 12:00:00 AM,08/10/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,"Durandy Productions, LLC",50
05/20/2019 12:00:00 AM,Complete,Special Event,Free Speech,,"""March to the Match"" for Mariners Washington State Recovery Day",S19AU319,08/25/2019 12:00:00 AM,08/25/2019 12:00:00 AM,,Duwamish / SODO;Pioneer Square,7,Traffic;West,Washington Recovery Alliance,120
05/23/2019 12:00:00 AM,Complete,Special Event,Community,,Lake City Business District Celebration,S19AU322,09/07/2019 12:00:00 AM,09/07/2019 12:00:00 AM,,Lake City / Olympic Hills / Victory Heights,5,North,Build Lake City Together/Children's Home Society of Washington,350
05/24/2019 12:00:00 AM,Complete,Special Event,Commercial,,West Seattle Beer and Music Festival,S19AU324,08/23/2019 12:00:00 AM,08/24/2019 12:00:00 AM,,West Seattle Junction / Genesee Hill,1,Southwest,Westside Productions,1940
05/29/2019 12:00:00 AM,Complete,Special Event,Commercial,,PAX WEST 2019 [Street Use],S19AU326,08/30/2019 12:00:00 AM,09/02/2019 12:00:00 AM,,Downtown,7,West,Washington State Convention Center,75600
