Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App#,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
06/28/2023 12:00:00 AM,Withdrawn,Special Event,Community,,Ballard Van Jam,S23SE264,09/16/2023 12:00:00 AM,09/16/2023 12:00:00 AM,,Fremont,6,North,Rydawell Builds,
06/28/2023 12:00:00 AM,Issued,Special Event,Mixed Free Speech,,Access Walk,S23SE265,09/23/2023 12:00:00 AM,09/24/2023 12:00:00 AM,Volunteer Park,North Capitol Hill,3,East,Access Walk,1075
06/28/2023 12:00:00 AM,Issued,Special Event,Commercial,,Wa Na Wari Walk the Block 2023,S23SE266,09/30/2023 12:00:00 AM,09/30/2023 12:00:00 AM,OTHER,Central Area / Squire Park,3,East,Wa Na Wari,1900
06/26/2023 12:00:00 AM,Issued,Special Event,Commercial,,Fremont Oktoberfest,S23SE267,09/21/2023 12:00:00 AM,09/24/2023 12:00:00 AM,,Fremont,6,North,Bold Hat Productions,15450
06/23/2023 12:00:00 AM,Issued,Special Event,Commercial,,Georgetown Morgue Haunted House,S23SE269,09/11/2023 12:00:00 AM,11/07/2023 12:00:00 AM,,Duwamish / SODO,2,South,"Seattlehaunts, LLC",15000
06/30/2023 12:00:00 AM,Issued,Special Event,Community,,U District Food Walk,S23SE271,09/30/2023 12:00:00 AM,09/30/2023 12:00:00 AM,,University District,4,North,The U District Partnership,10015
06/30/2023 12:00:00 AM,Issued,Special Event,Community,,Sustainable Ballard Festival,S23SE272,09/30/2023 12:00:00 AM,09/30/2023 12:00:00 AM,OTHER,Sunset Hill / Loyal Heights,6,North,Sustainable Ballard,550
07/03/2023 12:00:00 AM,Issued,Special Event,Commercial,,Boats Afloat Show,S23SE273,09/06/2023 12:00:00 AM,09/19/2023 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,West,Northwest Yacht Brokers Association,3760
07/06/2023 12:00:00 AM,Issued,Special Event,Community,,West Seattle Fall Festival,S23SE276,09/24/2023 12:00:00 AM,09/24/2023 12:00:00 AM,,West Seattle Junction / Genesee Hill,1,Southwest,West Seattle Junction Association,925
07/07/2023 12:00:00 AM,Issued,Special Event,Commercial,,Factory 93 presents John Summit & Dom Dolla,S23SE278,09/07/2023 12:00:00 AM,09/11/2023 12:00:00 AM,Gas Works Park,Fremont,4,North,Insomniac Events,10100
07/08/2023 12:00:00 AM,Issued,Special Event,Commercial,,Cider Summit Seattle,S23SE279,09/07/2023 12:00:00 AM,09/09/2023 12:00:00 AM,OTHER,Cascade / Eastlake / South Lake Union,3,West,SBS- Cider Summit,2600
07/10/2023 12:00:00 AM,Issued,Special Event,Commercial,,9th Ave Block Party,S23SE280,08/31/2023 12:00:00 AM,09/04/2023 12:00:00 AM,,First Hill,7,West,Aramark at Seattle Convention Center,
07/10/2023 12:00:00 AM,Issued,Special Event,Athletic,Run/Walk,Family Run El Rey 1360,S23SE281,09/10/2023 12:00:00 AM,09/10/2023 12:00:00 AM,,South Park,1,Southwest;Traffic,Sea Mar Community Health Centers,235
07/12/2023 12:00:00 AM,Issued,Special Event,Community,,Magnolia Village Trick or Treat,S23OC282,10/31/2023 12:00:00 AM,10/31/2023 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,953
07/14/2023 12:00:00 AM,Issued,Special Event,Commercial,,White Rabbit Group and The Euphoria Project Present Ghastly,S23AU283,08/25/2023 12:00:00 AM,08/26/2023 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,White Rabbit Group Inc,1300
07/15/2023 12:00:00 AM,Cancelled,Special Event,Athletic,,Ballard Beast,S23SE284,09/30/2023 12:00:00 AM,09/30/2023 12:00:00 AM,Golden Gardens Park,Sunset Hill / Loyal Heights,6,North,Ballard Beast LLC,100
12/29/2023 12:00:00 AM,Denied,Special Event,Free Speech,,MLK March - ORCA K8,S24JA043,01/12/2024 12:00:00 AM,01/12/2024 12:00:00 AM,,Columbia City,2,South,ORCA K8,635
12/28/2023 12:00:00 AM,In Process,Special Event,Community,,Ballard SeafoodFest 2024,S24JY044,07/12/2024 12:00:00 AM,07/14/2024 12:00:00 AM,OTHER,Ballard,6,North,Ballard Alliance,36282
12/29/2023 12:00:00 AM,In Process,Special Event,Community,,Fremont Fair,S24JU045,06/21/2024 12:00:00 AM,06/23/2024 12:00:00 AM,,Fremont,4;6,North,Bold Hat Productions,76507
12/29/2023 12:00:00 AM,In Process,Special Event,Commercial,,Fremont Oktoberfest,S24SE046,09/19/2024 12:00:00 AM,09/22/2024 12:00:00 AM,,Fremont,6,North,Bold Hat Productions,17450
01/02/2024 12:00:00 AM,Issued,Special Event,Free Speech,,Russia Without Putin,S24JA047,01/21/2024 12:00:00 AM,01/21/2024 12:00:00 AM,Westlake Park,Downtown,7,West,Russian Action Network for Community Organizing and Mentoring (RANDOM),155
01/02/2024 12:00:00 AM,In Process,Special Event,Commercial,,Wildrose Pride 2024,S24JU048,06/27/2024 12:00:00 AM,06/30/2024 12:00:00 AM,,Capitol Hill,3,East,Tiert I Inc. dba Wildrose,7690
01/03/2024 12:00:00 AM,In Process,Special Event,Community,,Big Day of Play,S24AU049,08/17/2024 12:00:00 AM,08/17/2024 12:00:00 AM,OTHER,Columbia City,2,South,Seattle Parks and Recreation,3500
02/29/2024 12:00:00 AM,Issued,Valet Parking,,,Butler Valet - Chihuly Boathouse (3.16),S24MR130,03/16/2024 12:00:00 AM,03/16/2024 12:00:00 AM,,Wallingford,4,North,Butler Seattle,200
02/29/2024 12:00:00 AM,Issued,Valet Parking,,,Butler Valet - Aegis Ballard Grand Opening (3.23),S24MR131,03/23/2024 12:00:00 AM,03/23/2024 12:00:00 AM,,Ballard,6,North,Butler Seattle,300
02/27/2024 12:00:00 AM,In Process,Special Event,Community,,West Seattle Grand Parade,S24JY132,07/20/2024 12:00:00 AM,07/20/2024 12:00:00 AM,,Alki / Admiral;West Seattle Junction / Genesee Hill,1,Southwest;Traffic,Rotary Foundation of West Seattle,2525
02/28/2024 12:00:00 AM,In Process,Special Event,Commercial,,Day Trip Festival Seattle 2024,S24JY133,07/24/2024 12:00:00 AM,07/31/2024 12:00:00 AM,Gas Works Park,Fremont,4,Harbor;North;Operations,Insomniac Events,10200
02/29/2024 12:00:00 AM,In Process,Special Event,Athletic,Cycling,Obliteride,S24AU134,08/06/2024 12:00:00 AM,08/12/2024 12:00:00 AM,Gas Works Park,Fremont;Montlake / Portage Bay;University District;Wallingford,3;4,East;Harbor;North;Traffic,Fred Hutchinson Cancer Center,8800
02/27/2024 12:00:00 AM,In Process,Special Event,Mixed Free Speech,,Black Wall Street,S24MY124,05/27/2024 12:00:00 AM,05/27/2024 12:00:00 AM,,Judkins Park;Madrona / Leschi,3,East,Africatown Community Land Trust,1150
02/24/2024 12:00:00 AM,In Process,Special Event,Athletic,Cycling,Taco Time Volunteer Park Criterium,S24JU125,06/15/2024 12:00:00 AM,06/15/2024 12:00:00 AM,Volunteer Park,North Capitol Hill,3,East,Seattle Super Squadra Cycling Club,550
02/28/2024 12:00:00 AM,In Process,Special Event,Community,,Seafair Pirates Alki Landing,S24JY126,07/06/2024 12:00:00 AM,07/06/2024 12:00:00 AM,Alki Beach,Alki / Admiral,1,Harbor;Southwest,Seattle Seafair Pirates,530
02/29/2024 12:00:00 AM,In Process,Valet Parking,,,Butler Valet -Seattle Yacht Club (5.15),S24MY127,05/15/2024 12:00:00 AM,05/15/2024 12:00:00 AM,,Montlake / Portage Bay,3,East,Butler Seattle,10
02/29/2024 12:00:00 AM,Issued,Valet Parking,,,Butler Valet - Seattle Dances Gala at Fremont Studios (3.9),S24MR128,03/09/2024 12:00:00 AM,03/09/2024 12:00:00 AM,,Fremont,6,North,Butler Seattle,500
02/29/2024 12:00:00 AM,Issued,Valet Parking,,,Butler Valet - Uprep Together at Fremont Studios (3.16),S24MR129,03/16/2024 12:00:00 AM,03/16/2024 12:00:00 AM,,Fremont,6,North,Butler Seattle,300
02/29/2024 12:00:00 AM,Issued,Special Event,Community,,South Lake Union Saturday Market,S24MY135,05/04/2024 12:00:00 AM,09/28/2024 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,NW Marketplaces,89870
03/04/2024 12:00:00 AM,Issued,Special Event,Free Speech,,Rally in Support of Israeli Hostage to Mark Women International Day,S24MR136,03/10/2024 12:00:00 AM,03/10/2024 12:00:00 AM,Seattle Center,Queen Anne,7,West,,100
03/04/2024 12:00:00 AM,In Process,Special Event,Community,,Madrona Mayfair,S24MY137,05/11/2024 12:00:00 AM,05/11/2024 12:00:00 AM,Multiple Parks,Madrona / Leschi,3,East,Madrona Neighborhood Association,425
02/29/2024 12:00:00 AM,In Process,Special Event,Commercial,,Bell Tower Counseling Benefit Block Party,S24JU138,06/01/2024 12:00:00 AM,06/01/2024 12:00:00 AM,,Whittier Heights,6,North,Bell Tower Counseling,280
02/23/2024 12:00:00 AM,In Process,Special Event,Community,,On The Block,S24JU139,06/08/2024 12:00:00 AM,09/14/2024 12:00:00 AM,,Capitol Hill,3,East,On The Block Seattle,1680
03/04/2024 12:00:00 AM,In Process,Special Event,Athletic,Run/Walk,Race to Cure Sarcoma Seattle,S24JU140,06/22/2024 12:00:00 AM,06/22/2024 12:00:00 AM,Gas Works Park,Fremont,4,North,Sarcoma Foundation of America,280
03/07/2024 12:00:00 AM,Issued,Special Event,Athletic,Run/Walk,Top Pot Doughnut Dash 5K,S24AP141,04/21/2024 12:00:00 AM,04/21/2024 12:00:00 AM,Green Lake Park,Green Lake,6,North,"Orswell Events, LLC",1750
03/04/2024 12:00:00 AM,In Process,Special Event,Community,,Kawabe House Summer Fest,S24AU142,08/25/2024 12:00:00 AM,08/25/2024 12:00:00 AM,,Judkins Park,3,East,Kawabe Memorial House,230
03/09/2024 12:00:00 AM,In Process,Special Event,Commercial,,Unicorn Pride Block Party,S24JU143,06/27/2024 12:00:00 AM,06/30/2024 12:00:00 AM,,Capitol Hill,3,East,Unicorn Bar & Restaurant,2366
03/08/2024 12:00:00 AM,In Process,Special Event,Athletic,Run/Walk,West Seattle 5K Run/Walk,S24MY152,05/19/2024 12:00:00 AM,05/19/2024 12:00:00 AM,Alki Beach,Alki / Admiral,1,Southwest;Traffic,West Seattle High School PTSA,1250
03/15/2024 12:00:00 AM,In Process,Special Event,Community,,Morgan Junction Community Festival,S24JU153,06/15/2024 12:00:00 AM,06/15/2024 12:00:00 AM,OTHER,Fauntleroy / Seaview,1,Southwest,Morgan Community Association (MoCA),645
03/16/2024 12:00:00 AM,Withdrawn,Special Event,Athletic,,Stomped Skate Competition,S24JU154,06/15/2024 12:00:00 AM,06/15/2024 12:00:00 AM,OTHER,Delridge / North Delridge,1,Southwest,The Stepped Off Collective,205
03/16/2024 12:00:00 AM,In Process,Special Event,Athletic,Run/Walk,Lake Union 10K Run/Walk,S24AU155,08/11/2024 12:00:00 AM,08/11/2024 12:00:00 AM,Lake Union Park,Cascade / Eastlake / South Lake Union;Fremont;Montlake / Portage Bay,3;4;6;7,North;Traffic;West,"6Point Center, LLC",1585
03/19/2024 12:00:00 AM,In Process,Special Event,Athletic,Run/Walk,5K Fun Run X Ravenna Brewery,S24AU156,08/31/2024 12:00:00 AM,08/31/2024 12:00:00 AM,Ravenna Park,Ravenna / Bryant,4,North,Brewery Running Series,160
03/14/2024 12:00:00 AM,Issued,Valet Parking,,,Red Carpet Valet - US Foods (3.27),S24MR157,03/27/2024 12:00:00 AM,03/27/2024 12:00:00 AM,,Duwamish / SODO,2,South,Red Carpet Valet,600
10/24/2023 12:00:00 AM,Issued,Valet Parking,,,Butler Valet - Windermere Fdn Comedy Night at Fremont Studios (11.6),S23NO344,11/06/2023 12:00:00 AM,11/06/2023 12:00:00 AM,,Fremont,6,North,Butler Seattle,600
10/24/2023 12:00:00 AM,Issued,Valet Parking,,,Butler Valet - Marys Place Gala at Fremont Studios (11.10),S23NO345,11/10/2023 12:00:00 AM,11/10/2023 12:00:00 AM,,Fremont,6,North,Butler Seattle,125
09/07/2023 12:00:00 AM,In Process,Special Event,Commercial,,9th Ave Block Party,S24AU002,08/29/2024 12:00:00 AM,09/02/2024 12:00:00 AM,,First Hill,7,West,Aramark,
03/12/2024 12:00:00 AM,In Process,Special Event,Community,,Summit 2 Sound Festival (S2S Fest),S24JY148,07/27/2024 12:00:00 AM,07/27/2024 12:00:00 AM,Seacrest Park,Alki / Admiral,1,Southwest,Peace Peloton,420
03/11/2024 12:00:00 AM,In Process,Special Event,Community,,Wallingford Parade,S24JY149,07/13/2024 12:00:00 AM,07/13/2024 12:00:00 AM,OTHER,Wallingford,4,North,Celebrate Wallingford,525
03/11/2024 12:00:00 AM,In Process,Special Event,Community,,Soul Café on the Water,S24JY150,07/14/2024 12:00:00 AM,07/14/2024 12:00:00 AM,Seward Park,Seward Park,2,South,Soul Café,130
03/12/2024 12:00:00 AM,In Process,Special Event,Athletic,Run/Walk,Queen Anne Helpline Run for Home,S24JU151,06/15/2024 12:00:00 AM,06/15/2024 12:00:00 AM,,Queen Anne,7,West,Queen Anne Helpline,800
03/21/2024 12:00:00 AM,In Process,Special Event,Commercial,,Bush Block Party,S24JU158,05/31/2024 12:00:00 AM,06/01/2024 12:00:00 AM,,Madrona / Leschi,3,East,The Bush School,750
03/22/2024 12:00:00 AM,Issued,Valet Parking,,,Red Carpet Valet - Town Hall Seattle Gala (4.12),S24AP159,04/12/2024 12:00:00 AM,04/12/2024 12:00:00 AM,,First Hill,7,East,Red Carpet Valet,150
02/09/2024 12:00:00 AM,Issued,Valet Parking,,,Red Carpet Valet - MacDonald Miller at Fremont Studios (2.24),S24FE103,02/24/2024 12:00:00 AM,02/24/2024 12:00:00 AM,,Fremont,6,North,Red Carpet Valet,300
02/02/2024 12:00:00 AM,Issued,Special Event,Community,,Columbia City Night Market,S24AP104,04/20/2024 12:00:00 AM,12/21/2024 12:00:00 AM,,Columbia City,2,South,Peace Peloton,250
02/15/2024 12:00:00 AM,In Process,Special Event,Community,,Magnolia Summerfest Seafair Parade and Kids Parade,S24AU105,08/03/2024 12:00:00 AM,08/03/2024 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,4824
02/16/2024 12:00:00 AM,Issued,Valet Parking,,,Red Carpet Valet - HillelFEST (2.29),S24FE106,02/29/2024 12:00:00 AM,02/29/2024 12:00:00 AM,,University District,4,North,Red Carpet Valet,230
02/16/2024 12:00:00 AM,Issued,Special Event,Athletic,Run/Walk,Cherry Blossom Run (Seattle),S24MR107,03/24/2024 12:00:00 AM,03/24/2024 12:00:00 AM,Multiple Parks,Laurelhurst / Sand Point;Ravenna / Bryant;University District,4,North,Rivalry Events LLC,4100
07/07/2023 12:00:00 AM,Issued,Special Event,Community,,Let Us Worship,S23AU285,08/19/2023 12:00:00 AM,08/19/2023 12:00:00 AM,Myrtle Edwards Park,Interbay,7,West,LUW,2375
07/16/2023 12:00:00 AM,Issued,Special Event,Athletic,Run/Walk,I Can And I Will Run,S23OC286,10/15/2023 12:00:00 AM,10/15/2023 12:00:00 AM,Multiple Parks,Green Lake,6,North,I Can and I Will Guild,950
07/22/2023 12:00:00 AM,Issued,Special Event,Athletic,Run/Walk,TSA White Center Fund Run,S23SE287,09/23/2023 12:00:00 AM,09/23/2023 12:00:00 AM,OTHER,Highland Park,1,Southwest,The Salvation Army White Center,200
07/24/2023 12:00:00 AM,Withdrawn,Special Event,Commercial,,Sound of the Machine,S23OC288,10/20/2023 12:00:00 AM,10/22/2023 12:00:00 AM,,Georgetown,2,South,Modular Seattle,340
07/27/2023 12:00:00 AM,Issued,Special Event,Free Speech,,Indigenous Peoples Day Celebration March,S23OC289,10/09/2023 12:00:00 AM,10/09/2023 12:00:00 AM,Westlake Park,Downtown,7,West,City of Seattle CANOES Native Affinity Group,425
07/28/2023 12:00:00 AM,Issued,Special Event,Commercial,,Bumbershoot Festival Staging & Production,S23AU290,08/28/2023 12:00:00 AM,09/05/2023 12:00:00 AM,Seattle Center,Queen Anne,7,West,Rising Sun,33000
07/27/2023 12:00:00 AM,Issued,Special Event,Free Speech,,March For Homegrow,S23AU291,08/27/2023 12:00:00 AM,08/27/2023 12:00:00 AM,Multiple Parks,Capitol Hill;Downtown;First Hill,3;7,East;Operations;Traffic;West,The Cannabis Alliance,250
08/01/2023 12:00:00 AM,Issued,Special Event,Community,,Palengke at FCS,S23OC292,10/01/2023 12:00:00 AM,10/01/2023 12:00:00 AM,,Columbia City,2,South,The Palengke National & Filipino Community of Seattle,865
08/03/2023 12:00:00 AM,Issued,Special Event,Community,,One Duwamish Valley: Celebrating Community Resilience and City Investments,S23SE293,09/30/2023 12:00:00 AM,09/30/2023 12:00:00 AM,,South Park,1,Southwest,Seattle Public Utilities; Office of Sustainability & Environment; Office of Planning & Community Development,310
08/02/2023 12:00:00 AM,Issued,Special Event,Athletic,Water,Head of the Lake,S23NO294,11/05/2023 12:00:00 AM,11/05/2023 12:00:00 AM,,Montlake / Portage Bay,4,West,Lake Washington Rowing Club,2350
08/03/2023 12:00:00 AM,Withdrawn,Special Event,Community,,The Queer Art Movement,S23NO295,11/04/2023 12:00:00 AM,11/04/2023 12:00:00 AM,OTHER,Judkins Park,3,East,Open House Collective,63
08/07/2023 12:00:00 AM,Issued,Special Event,Community,,Downtown Seattle Tree Lighting and Fireworks,S23NO296,11/20/2023 12:00:00 AM,11/25/2023 12:00:00 AM,Westlake Park,Downtown,7,West,Downtown Seattle Association,10075
08/09/2023 12:00:00 AM,Withdrawn,Special Event,Commercial,,Great Pumpkin Weigh Off,S23SE297,09/23/2023 12:00:00 AM,09/23/2023 12:00:00 AM,,Beacon Hill,2,South,Elysian Brewery,335
08/10/2023 12:00:00 AM,Issued,Special Event,Athletic,Run/Walk,Dawg Dash 5K/10K Run/Walk,S23OC298,10/08/2023 12:00:00 AM,10/08/2023 12:00:00 AM,Ravenna Park,Ravenna / Bryant,4,North,University of Washington Alumni Association,3650
08/11/2023 12:00:00 AM,Withdrawn,Special Event,Athletic,,Google Global 5K (2023),S23SE299,09/14/2023 12:00:00 AM,09/14/2023 12:00:00 AM,Lake Union Park,Cascade / Eastlake / South Lake Union,3,West,Google,265
08/10/2023 12:00:00 AM,Issued,Special Event,Free Speech,,March for Bernie Sanders,S23AU300,08/20/2023 12:00:00 AM,08/20/2023 12:00:00 AM,Cal Anderson Park,Capitol Hill;Downtown;First Hill,3;7,East;Operations;West,NPPA - Nerdfighters for Progressive Political Action,1030
08/16/2023 12:00:00 AM,Issued,Special Event,Athletic,Other,Seattle Slam Showdown,S23SE301,09/08/2023 12:00:00 AM,09/10/2023 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Fizz Events & Associated Recreation Council,1100
08/16/2023 12:00:00 AM,Issued,Special Event,Athletic,Other,Pickleball For All,S23SE302,09/16/2023 12:00:00 AM,09/17/2023 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Fizz Events & Seattle Parks Foundation,2200
08/18/2023 12:00:00 AM,Issued,Special Event,Athletic,Run/Walk,Jingle Bell Run / Walk,S23DE303,12/10/2023 12:00:00 AM,12/10/2023 12:00:00 AM,Green Lake Park,Green Lake,6,North,Arthritis Foundation,2300
08/18/2023 12:00:00 AM,Issued,Special Event,Community,,Trolloween 2023,S23OC304,10/30/2023 12:00:00 AM,10/31/2023 12:00:00 AM,,Fremont,6,North,Fremont Arts Council,350
08/15/2023 12:00:00 AM,Issued,Special Event,Commercial,,Google 25th Birthday Celebration,S23SE305,09/27/2023 12:00:00 AM,09/27/2023 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Google,830
08/21/2023 12:00:00 AM,Issued,Special Event,Athletic,Run/Walk,Walk to End Lupus Now Seattle,S23SE306,09/15/2023 12:00:00 AM,09/16/2023 12:00:00 AM,Lake Union Park,Cascade / Eastlake / South Lake Union,3,West,Lupus Foundation of America,210
08/22/2023 12:00:00 AM,Complete,Special Event,Free Speech,,"MLK Jr. Commemoration Theme: Dream Unfinished, Not A Commemoration, But A Continuation",S23AU307,08/27/2023 12:00:00 AM,08/27/2023 12:00:00 AM,OTHER,Mt. Baker / North Rainier,3,South,MLK Jr Commemoration,1020
08/21/2023 12:00:00 AM,Issued,Special Event,Free Speech,,End the Era of Fossil Fuels,S23SE308,09/17/2023 12:00:00 AM,09/17/2023 12:00:00 AM,Seattle Center,Cascade / Eastlake / South Lake Union;Queen Anne,7,West,350 Seattle,215
08/23/2023 12:00:00 AM,Issued,Special Event,Commercial,,Catrinas Festival 2023,S23NO309,11/02/2023 12:00:00 AM,11/05/2023 12:00:00 AM,,First Hill,7,East,Seattle Catrinas Festival,2920
08/23/2023 12:00:00 AM,Issued,Special Event,Free Speech,,Seattle Friday for Future Climate Protest,S23SE310,09/17/2023 12:00:00 AM,09/17/2023 12:00:00 AM,Cal Anderson Park,Capitol Hill,3,East,Friday for Future USA,510
08/29/2023 12:00:00 AM,Issued,Special Event,Community,,Leschi ArtWalk (11th Annual),S23SE311,09/09/2023 12:00:00 AM,09/09/2023 12:00:00 AM,OTHER,Madrona / Leschi,3,East,Leschi Community Council,441
08/29/2023 12:00:00 AM,Issued,Special Event,Community,,South Lake Union Winter Market,S23DE312,12/07/2023 12:00:00 AM,12/08/2023 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Urban Craft Uprising,1568
08/31/2023 12:00:00 AM,Issued,Special Event,Commercial,,White Rabbit Group and The Euphoria Project Present Knock2 (10.21),S23OC313,10/21/2023 12:00:00 AM,10/21/2023 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,White Rabbit Group Inc.,1300
09/01/2023 12:00:00 AM,Issued,Valet Parking,,,Butler Seattle - Fremont Studios Event (9.9),S23SE314,09/09/2023 12:00:00 AM,09/09/2023 12:00:00 AM,,Fremont,6,North,Butler Seattle,170
09/01/2023 12:00:00 AM,Issued,Valet Parking,,,Butler Seattle - Olympic Sculpture Park (9.14),S23SE315,09/14/2023 12:00:00 AM,09/14/2023 12:00:00 AM,,Belltown,7,West,Butler Seattle,275
09/06/2023 12:00:00 AM,Issued,Special Event,Free Speech,,"Anniversary of “Woman, Life, Freedom” Uprising in Iran",S23SE316,09/15/2023 12:00:00 AM,09/15/2023 12:00:00 AM,Cal Anderson Park,Capitol Hill,3,East,Feminists 4 Jina Seattle,220
09/07/2023 12:00:00 AM,Issued,Special Event,Community,,T'Challaween — A Tribute to Our Heroes,S23OC317,10/28/2023 12:00:00 AM,10/28/2023 12:00:00 AM,OTHER,North Beacon Hill / Jefferson Park,2,South,South Seattle Emerald,910
09/12/2023 12:00:00 AM,Issued,Special Event,Community,,Equinox Studios Very Open House,S23DE318,12/09/2023 12:00:00 AM,12/09/2023 12:00:00 AM,,Georgetown,2,South,Watershed Community Development,2150
09/13/2023 12:00:00 AM,Issued,Special Event,Commercial,,Best of the Northwest Fall Show,S23NO319,11/09/2023 12:00:00 AM,11/12/2023 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Northwest Art Alliance,2775
09/13/2023 12:00:00 AM,Issued,Special Event,Community,,Fresh Air - Full Moon Party,S23OC320,10/28/2023 12:00:00 AM,10/28/2023 12:00:00 AM,OTHER,Columbia City,2,South,Peace Peloton,210
09/14/2023 12:00:00 AM,Issued,Special Event,Free Speech,,Orange Shirt Day March and Rally,S23SE321,09/30/2023 12:00:00 AM,09/30/2023 12:00:00 AM,Westlake Park,Downtown,7,West,350Seattle,500
09/14/2023 12:00:00 AM,Issued,Special Event,Athletic,Run/Walk,Montlake Turkey Trot,S23NO322,11/23/2023 12:00:00 AM,11/23/2023 12:00:00 AM,OTHER,Montlake / Portage Bay,3,East,University District Food Bank,1680
09/15/2023 12:00:00 AM,Issued,Special Event,Community,,GLOWS (Glorious Lights of West Seattle) Festival,S23DE323,12/09/2023 12:00:00 AM,12/09/2023 12:00:00 AM,OTHER,West Seattle Junction / Genesee Hill,1,Southwest,West Seattle Junction Association,2880
09/19/2023 12:00:00 AM,Issued,Special Event,Community,,UW Campus Friday Night Football Rally,S23SE324,09/22/2023 12:00:00 AM,11/10/2023 12:00:00 AM,,University District,4,North;Operations;Traffic,University of Washington/Husky Marching Band,2808
09/20/2023 12:00:00 AM,Issued,Special Event,Community,,Fall Lantern Festival,S23OC325,10/06/2023 12:00:00 AM,10/06/2023 12:00:00 AM,Freeway Park,First Hill,7,East;West,Freeway Park Association,156
09/20/2023 12:00:00 AM,Issued,Valet Parking,,,Butler Seattle - Luly Yang Fashion Show - Fremont Studios (9.30),S23SE326,09/30/2023 12:00:00 AM,09/30/2023 12:00:00 AM,,Fremont,6,North,Butler Seattle,500
09/21/2023 12:00:00 AM,Issued,Special Event,Community,,U District Vitality Grant Press Event,S23SE327,09/29/2023 12:00:00 AM,09/29/2023 12:00:00 AM,,University District,4,North;Operations,U District Partnership,115
08/01/2023 12:00:00 AM,Issued,Special Event,Community,,Halloween in the Junction,S23OC328,10/29/2023 12:00:00 AM,10/29/2023 12:00:00 AM,,West Seattle Junction / Genesee Hill,1,Southwest,West Seattle Junction Association,870
09/19/2023 12:00:00 AM,Withdrawn,Special Event,Community,,Downtown Seattle Holiday Concert Series,S23DE329,12/01/2023 12:00:00 AM,12/15/2023 12:00:00 AM,Westlake Park,Downtown,7,West,Downtown Seattle Association,1500
09/22/2023 12:00:00 AM,Issued,Special Event,Athletic,Run/Walk,Seattle Walk to End Colon Cancer,S23OC330,10/07/2023 12:00:00 AM,10/08/2023 12:00:00 AM,Gas Works Park,Fremont,4,North,Colorectal Cancer Alliance,650
09/25/2023 12:00:00 AM,Issued,Valet Parking,,,Butler Seattle - Pier Party at Pier 62 (9.27),S23SE331,09/27/2023 12:00:00 AM,09/27/2023 12:00:00 AM,,Downtown,7,West,Butler Seattle,500
09/29/2023 12:00:00 AM,Issued,Special Event,Free Speech,,Washington State Nurses Association - Nurses at VM Informational Picket,S23OC332,10/10/2023 12:00:00 AM,10/10/2023 12:00:00 AM,,First Hill,3,East,Washington State Nurses Association,325
10/03/2023 12:00:00 AM,Issued,Valet Parking,,,Butler Valet - Agros International's Tierras de Vida Fundraiser at Fremont Studios (10.6),S23OC333,10/06/2023 12:00:00 AM,10/06/2023 12:00:00 AM,,Fremont,6,North,Butler Seattle,200
10/04/2023 12:00:00 AM,Issued,Valet Parking,,,Butler Valet - Pilchuck Glass School Auction & Gala at Fremont Studios (10.14),S23OC334,10/14/2023 12:00:00 AM,10/14/2023 12:00:00 AM,,Fremont,6,North,Butler Seattle,200
10/04/2023 12:00:00 AM,Issued,Valet Parking,,,Butler Valet - Equity Can't Wait | Momentum at Fremont Studios (10.19),S23OC335,10/19/2023 12:00:00 AM,10/19/2023 12:00:00 AM,,Fremont,6,North,Butler Seattle,300
10/04/2023 12:00:00 AM,Issued,Valet Parking,,,Butler Valet - Crohn's & Colitis Foundation Auction at Fremont Studios (10.27),S23OC336,10/27/2023 12:00:00 AM,10/27/2023 12:00:00 AM,,Fremont,6,North,Butler Seattle,200
10/12/2023 12:00:00 AM,Issued,Valet Parking,,,Butler Valet - Meta Event at Fremont Foundry (10.18),S23OC337,10/18/2023 12:00:00 AM,10/18/2023 12:00:00 AM,,Fremont,6,North,Butler Seattle,100
10/12/2023 12:00:00 AM,Issued,Valet Parking,,,Butler Valet - Private Shareholders Dinner at Private Home (10.20),S23OC338,10/20/2023 12:00:00 AM,10/20/2023 12:00:00 AM,,Cascade / Eastlake / South Lake Union,3,East,Butler Seattle,60
10/13/2023 12:00:00 AM,Issued,Valet Parking,,,Red Carpet Valet - Evans School Fundraiser (10.18),S23OC339,10/18/2023 12:00:00 AM,10/18/2023 12:00:00 AM,,First Hill,7,East,Red Carpet Valet,200
