OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,STATUS,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,SHAPE_Length
23413,21710,68,17305,0490,173050490,SW ADMIRAL WAY BETWEEN SW LANDER E ST AND GARLOUGH E AVE SW,SW ADMIRAL WAY,SW ADMIRAL WAY,SW LANDER E ST,GARLOUGH E AVE SW,2,Minor Arterial, ,INSVC,4900,25,W,N, , ,454,54,AC/PCC,2017/10/23 00:00:00+00,,,SW ADMIRAL WAY AND SW LANDER E ST,W,31169,GARLOUGH AVE SW AND SW ADMIRAL E WAY,E,31184,1254989.8907219,215199.36193642,Y,N,N,Urban Center Connector,,23,0,3,MINOR TRANSIT ROUTE,DISTRICT1, ,N,4,ART,N,454.155810585209
23420,15273,68,11975,0150,119750150,N 145TH ST BETWEEN ROSLYN PL N AND ASHWORTH AVE N,N 145TH ST,N 145TH ST,ROSLYN PL N,ASHWORTH AVE N,1,Principal Arterial,WSDOT,INSVC,1500,35,E,N, , ,260,45,AC/PCC,2017/10/26 00:00:00+00,,,ROSLYN PL N AND N 145TH ST,E,35696,ASHWORTH AVE N AND N 145TH ST,W,35695,1269627.12376089,271418.94157799,N,N,N,Urban Center Connector,,66,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,2,ART,N,259.827992789505
23424,6140,68,03130,0230,031300230,4TH AVE BETWEEN BELL ST AND BATTERY ST,4TH AVE,4TH AVE,BELL ST,BATTERY ST,1,Principal Arterial, ,INSVC,2300,25,NW,Y,NW,F,426,54,AC/PCC,2017/10/27 00:00:00+00,,,4TH AVE AND BELL ST,NW,29533,4TH AVE AND BATTERY ST,SE,29672,1267703.97547093,228267.6847018,N,N,Y,Downtown,,85,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,426.048312623533
23425,8933,68,05250,0470,052500470,AURORA AVE N BETWEEN N 47TH ST AND N 48TH ST,AURORA AVE N,AURORA AVE N,N 47TH ST,N 48TH ST,1,Principal Arterial,WSDOT,INSVC,4700,40,N,N, , ,260,0,,,,,AURORA AVE N AND N 47TH ST,N,25677,AURORA AVE N AND N 48TH ST,S,25672,1267368.41988659,245594.57835154,N,N,N,Urban Center Connector,Y,0,0,2,MAJOR TRANSIT ROUTE,DISTRICT4,DISTRICT6,N,2,ART,N,259.966481014324
23428,17535,68,13595,0370,135950370,NE 75TH ST BETWEEN 37TH AVE NE AND 38TH AVE NE,NE 75TH ST,NE 75TH ST,37TH AVE NE,38TH AVE NE,3,Collector Arterial, ,INSVC,3700,25,E,N, , ,140,40,AC/PCC,2017/09/24 00:00:00+00,,,37TH AVE NE AND NE 75TH ST,E,24930,38TH AVE NE AND NE 75TH ST,W,24929,1282101.18905367,252540.86584666,Y,N,N,Neighborhood Corridor,,75,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,1,ART,N,140.396024344899
23431,1020,68,00010,0280,000100280,1ST AVE BETWEEN CLAY ST AND BROAD ST,1ST AVE,1ST AVE,CLAY ST,BROAD ST,2,Minor Arterial, ,INSVC,2800,25,NW,N, , ,313,52,AC/PCC,2017/10/10 00:00:00+00,,,1ST AVE AND CLAY ST,NW,29677,1ST AVE AND BROAD ST,SE,29665,1265874.86686106,228625.84310217,Y,N,N,Downtown Neighborhood,,48,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,1,ART,N,313.167073687222
23433,6047,68,03065,0930,030650930,39TH AVE S BETWEEN S BENEFIT ST AND S CAMBRIDGE ST,39TH AVE S,39TH AVE S,S BENEFIT ST,S CAMBRIDGE ST,3,Collector Arterial, ,INSVC,9300,25,S,N, , ,540,40,PCC,2017/10/24 00:00:00+00,,,39TH AVE S AND S BENEFIT ST,S,35373,39TH AVE S AND S CAMBRIDGE ST,N,35381,1282053.46194962,192691.44216937,N,N,N,Neighborhood Corridor,,70,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,3,ART,N,540.076410482879
23436,12608,68,09485,0590,094850590,ROOSEVELT WAY NE BETWEEN NE 59TH ST AND NE RAVENNA EB BV,ROOSEVELT WAY NE,ROOSEVELT WAY NE,NE 59TH ST,NE RAVENNA EB BV,1,Principal Arterial, ,INSVC,5900,25,N,Y,S,T,196,40,AC/PCC,2017/10/27 00:00:00+00,,,ROOSEVELT WAY NE AND NE 59TH ST,N,25729,ROOSEVELT WAY NE AND NE RAVENNA EB BV,S,25730,1274810.4584222,248557.75825858,Y,N,Y,Urban Center Connector,,95,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,3,ART,N,195.691180553486
23437,14632,68,11480,0070,114800070,E PINE ST BETWEEN BOYLSTON AVE AND HARVARD AVE,E PINE ST,E PINE ST,BOYLSTON AVE,HARVARD AVE,2,Minor Arterial, ,INSVC,700,25,E,N, , ,317,50,AC/PCC,2017/10/09 00:00:00+00,,,BOYLSTON AVE AND E PINE ST,E,29734,HARVARD AVE AND E PINE ST,W,29735,1273079.03864443,227971.5280935,Y,N,N,Urban Village Neighborhood,,59,0,2,MAJOR TRANSIT ROUTE,DISTRICT3, ,N,7,ART,N,317.08047916647
23445,8699,68,05000,0730,050000730,AIRPORT WAY S BETWEEN S OTHELLO ST AND MILITARY RD S,AIRPORT WAY S,AIRPORT WAY S,S OTHELLO ST,MILITARY RD S,1,Principal Arterial, ,INSVC,7300,35,SE,N, , ,3119,43,AC/PCC,2017/10/28 00:00:00+00,PCC,2017/10/28 00:00:00+00,AIRPORT WAY S AND S OTHELLO ST,SE,34350,AIRPORT WAY S AND MILITARY RD S,NW,35205,1278530.54975401,198226.66233504,N,N,Y,Industrial Access,Y,49,79,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,3119.30542093796
23446,11564,68,08303,0785,083030785,M L KING JR WR WAY S BETWEEN S BOZEMAN ST AND S KENYON ST,M L KING JR WAY S,M L KING JR WR WAY S,S BOZEMAN ST,S KENYON ST,1,Principal Arterial, ,INSVC,7800,25,S,Y,S,F,230,44,PCC,2017/10/26 00:00:00+00,PCC,2017/11/03 00:00:00+00,M L KING JR WR WAY S AND S BOZEMAN ST,S,34500,M L KING JR WR WAY S AND S KENYON ST,N,34501,1282859.47206244,197366.55436616,N,N,Y,Urban Village Main,Y,96,92,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,229.696329881813
23448,18091,68,14018,0120,140180120,NE RAVENNA WB BV BETWEEN 11TH AVE NE AND BROOKLYN AVE NE,NE RAVENNA BLVD,NE RAVENNA WB BV,11TH AVE NE,BROOKLYN AVE NE,2,Minor Arterial, ,INSVC,1200,25,SE,Y,W,T,431,64,AC/PCC,2017/10/27 00:00:00+00,,,11TH AVE NE AND NE RAVENNA WB BV,SE,25757,BROOKLYN AVE NE AND NE RAVENNA WB BV,NW,25758,1275402.86527081,248531.32376255,Y,N,N,Urban Village Neighborhood,,81,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,0,ART,N,430.747060130119
